#{"t_start": 1782230560.1994348, "env_id": "BipedalWalker-v3"}
r,l,t
-142.235673,1600,521.607766
-132.637494,1600,534.399075
-124.072213,1600,537.133107
-125.418032,1600,539.884806
-124.378067,1600,542.63497
-103.085589,1600,545.412953
-68.121349,1600,548.220181
-85.379468,1600,551.149127
-79.177393,1600,564.18031
-77.687684,1600,567.0222
-69.957332,1600,569.800715
-88.4307,1600,572.562177
-101.038927,113,572.759767
-103.200387,48,572.850933
-104.383779,64,572.970946
-101.801584,134,573.212554
-104.261924,50,573.305361
-99.482868,77,573.445572
-112.823795,74,573.581001
-103.802523,51,573.677176
-101.588895,95,573.846913
-103.7577,52,573.943156
-83.74586,1600,576.587298
-85.964057,1600,588.735269
-83.015092,1600,591.466723
-86.485047,1600,594.280652
-94.151661,1600,596.982453
-80.176111,1600,599.706681
-84.677296,1600,602.431115
-102.016031,91,602.595913
-82.606538,1600,605.322942
-78.806744,1600,617.846591
-82.086522,1600,620.571172
-78.47649,1600,623.279464
-85.753808,1600,626.004499
-77.030614,1600,628.739508
-80.699801,1600,631.464796
-78.512961,1600,643.962045
-77.14625,1600,646.671877
-87.41697,1600,649.385627
-81.418305,1600,652.110375
-85.039455,1600,654.833972
-82.065402,1600,657.571833
-111.532617,44,657.653863
-96.252431,1600,670.170696
-88.089347,1600,672.900688
-83.43043,1600,675.851534
-86.547041,1600,678.61549
-193.207364,1406,681.023244
-141.13414,265,681.478281
-98.962361,86,681.640296
-102.232666,133,681.872314
-105.005453,157,682.151841
-99.668707,1600,684.878022
-66.843779,1600,697.57639
-121.748541,1600,700.310417
-107.263123,1600,703.056612
-103.948111,1600,705.783182
-95.701263,1600,708.501287
-35.076111,1600,711.205734
-184.056599,1437,713.999159
-126.563673,890,715.512629
-105.821573,109,715.704688
-102.437502,160,715.982754
-109.922214,245,716.402861
-104.240899,171,716.695374
-104.82051,49,716.789088
-102.253464,60,716.901101
-104.89374,49,716.993934
-103.47125,54,717.094745
-113.663881,122,717.312962
-103.311206,65,717.431771
-101.079161,75,717.565483
-102.318202,60,717.676301
-93.223894,134,717.908736
-122.046233,143,718.159785
-101.961994,109,718.35239
-101.607997,106,718.53758
-96.836947,101,718.718121
-100.557758,68,718.839937
-103.758129,54,718.945746
-100.452952,69,719.074559
-100.510572,71,719.202569
-102.785536,57,719.306383
-102.638296,56,719.414143
-105.843206,62,719.526332
-103.754169,55,719.629122
-104.166702,55,719.730022
-103.585345,52,719.826828
-103.601483,54,719.933736
-104.006408,64,720.051733
-105.637414,48,720.143241
-104.717446,56,720.244968
-104.078294,54,720.346476
-106.213048,52,720.441985
-104.377156,50,720.535701
-104.971032,61,720.6455
-102.944872,57,720.753203
-104.381384,55,720.859923
-101.925999,60,720.970846
-104.072632,54,721.067613
-102.189793,57,721.173197
-104.333064,71,721.300953
-103.266208,48,721.391846
-104.057324,53,721.487005
-103.590979,61,721.598767
-102.978737,56,721.706184
-105.27301,38,721.782263
-103.505528,55,721.885885
-104.349493,41,721.964119
-104.052853,54,722.064292
-103.293972,58,722.173945
-102.31484,74,722.307516
-101.218116,89,722.461024
-103.700925,90,722.623875
-101.74727,77,722.770511
-98.171693,77,722.907452
-101.8982,50,723.002027
-99.611305,87,723.157778
-103.150355,49,723.246544
-102.711313,56,723.35305
-104.082306,68,723.472216
-101.267762,88,723.644523
-104.85853,67,723.766562
-102.792155,73,723.898176
-106.472996,100,724.07475
-109.548537,76,724.209551
-101.755599,65,724.327254
-104.725361,63,724.44311
-163.527296,878,725.916114
-98.557032,119,726.125637
-103.249721,146,726.382672
-108.434929,110,726.575406
-106.37893,103,726.759424
-113.32717,88,726.912935
-111.273935,80,727.062717
-113.987541,72,727.197226
-106.957123,91,727.357628
-111.67991,79,727.500137
-107.292414,173,727.797776
-106.889218,100,727.981794
-104.697795,55,728.083435
-105.157827,236,728.48847
-107.449918,115,728.696487
-107.173367,133,728.930013
-102.524503,69,729.059521
-104.990533,57,729.163031
-122.071784,90,729.33004
-115.834295,60,729.441548
-111.325556,58,729.552056
-112.129038,83,729.703565
-110.075366,98,729.884081
-105.564526,94,730.050099
-92.406868,181,730.360626
-114.032937,97,730.539361
-114.858274,75,730.67987
-115.701161,93,730.843886
-111.231146,81,730.989395
-113.597819,99,731.164149
-108.398827,88,731.323164
-119.397123,202,732.268478
-188.263748,1231,734.324469
-112.835369,116,734.530995
-136.745388,1600,737.301486
-104.841001,55,737.402541
-111.771977,94,737.563035
-142.693336,470,738.363065
-113.805856,93,738.526125
-140.548263,392,739.19278
-107.287494,121,739.413433
-190.785952,1080,741.256898
-188.283154,1177,743.232977
-114.265127,107,743.420824
-122.779037,281,743.904839
-101.375705,71,744.018013
-105.27855,63,744.117695
-105.009056,65,744.23471
-105.278756,284,744.727765
-106.318314,62,744.843646
-109.391965,168,745.131299
-136.932316,616,746.174051
-125.459054,327,746.736151
-116.091271,98,746.90527
-144.313027,1119,748.798814
-120.664633,142,749.052341
-105.426078,62,749.16585
-111.253599,93,750.695474
-115.518863,179,751.001539
-95.827991,219,751.376576
-103.331973,147,751.637105
-117.878764,106,751.822617
-112.993346,144,752.07014
-114.787753,95,752.240159
-127.353905,145,752.498183
-100.821543,215,752.870995
-118.968041,173,753.177521
-105.798663,58,753.287031
-146.303079,490,754.122228
-102.990692,72,754.251243
-207.023561,1235,756.367659
-132.009865,1600,759.267065
-124.715465,1600,762.054394
-107.121337,1600,764.852251
-169.596857,1095,766.725582
-103.874925,58,766.833506
-102.346832,104,767.014768
-101.209701,102,767.195813
-100.073809,104,767.379079
-99.20967,87,767.533976
-100.467655,115,767.735114
-103.045901,92,767.898471
-103.170441,99,768.901132
-104.138508,49,768.99464
-98.127876,181,769.306928
-102.291049,116,769.512818
-101.079028,67,769.633329
-100.870941,103,769.822344
-102.626169,115,770.022637
-106.360431,57,770.125146
-100.6086,126,770.344672
-106.784706,1600,773.022667
-101.984896,76,773.164686
-105.828591,113,773.361458
-101.654196,113,773.561475
-101.530327,96,773.730642
-101.492996,90,773.889238
-96.842596,92,774.058488
-102.929119,62,774.173145
-102.156834,128,774.39335
