#{"t_start": 1782227811.909226, "env_id": "BipedalWalker-v3"}
r,l,t
294.927937,1139,1446.259597
298.809552,1108,1448.248534
301.001257,1067,1448.938107
300.185189,1081,1450.904699
-107.987823,82,1450.969828
297.146079,1122,1451.803089
-39.033235,298,1452.026104
-34.926775,343,1453.612718
-42.5133,322,1453.85408
-103.960736,44,1453.890613
300.606986,1075,1454.687119
-120.912279,114,1454.77489
-115.084565,153,1454.888991
300.434118,1077,1461.966948
-117.976997,313,1462.198196
-101.708446,86,1462.266817
297.364303,1119,1464.42356
299.220469,1074,1465.031829
-106.595228,46,1465.069677
297.773913,1102,1467.042402
298.945288,1087,1467.862306
299.27839,1090,1469.91086
299.42108,1101,1470.731816
-115.625744,147,1470.814651
299.089347,1119,1472.912872
300.227867,1075,1478.758591
25.882258,677,1480.638477
26.058451,781,1481.044217
299.72234,1053,1483.032356
301.896518,1048,1483.662001
-105.942596,49,1483.69583
298.299724,1086,1485.761903
298.877024,1089,1486.443773
299.344025,1060,1488.412164
294.115203,1134,1489.145345
-109.341766,96,1489.22015
299.914207,1053,1491.257983
-120.165108,109,1491.327772
298.865693,1081,1496.923174
299.44327,1077,1499.155556
298.730624,1073,1501.313622
302.408838,1043,1502.09633
296.141677,1116,1504.224715
300.659068,1069,1505.035951
298.233277,1118,1507.206544
-106.912611,47,1507.247793
295.317103,1141,1508.116274
295.4823,1129,1510.251865
298.703566,1091,1516.072142
298.8681,1071,1518.150152
282.110538,1350,1520.540112
293.879309,1145,1521.411474
299.575341,1083,1523.61073
296.316552,1135,1524.476583
293.450462,1185,1526.696779
297.39494,1098,1527.43097
49.99667,691,1529.310513
296.188168,1096,1535.169394
296.522084,1082,1537.160035
300.830047,1048,1537.964099
295.300009,1112,1540.039644
295.749425,1140,1540.89433
296.621597,1113,1543.131037
291.535168,1094,1543.962023
300.144708,1053,1546.143553
301.492894,1049,1546.858676
295.023238,1142,1549.004912
297.849117,1102,1554.484677
-108.12756,79,1555.862859
300.615427,1078,1556.688177
303.748509,1015,1558.67235
300.595947,1056,1559.464082
301.272297,1052,1561.654315
302.649116,1040,1562.44066
302.15064,1047,1564.63389
299.34632,1064,1565.442686
303.180063,1029,1567.584337
300.135908,1079,1573.180047
295.30802,1171,1575.227605
141.40148,973,1575.749658
-113.181308,142,1575.838334
298.676286,1088,1577.730083
297.899187,1077,1578.370947
300.453202,1050,1580.442743
297.485445,1115,1581.037319
127.963877,950,1583.005486
74.11071,658,1583.419084
10.534059,486,1583.789358
301.469294,1056,1591.060214
302.040119,1063,1591.768886
-105.772056,49,1591.795425
300.525901,1079,1593.830993
-107.915546,112,1593.904791
300.911699,1069,1595.82016
149.079984,1028,1596.570991
298.428404,1131,1598.630355
301.873258,1056,1599.234463
295.472494,1141,1601.29828
297.856392,1097,1602.139928
298.363853,1127,1609.184803
300.73293,1088,1609.993698
80.74901,707,1611.799182
301.163806,1065,1612.533577
300.478662,1072,1614.649917
299.674387,1112,1615.468181
299.242099,1116,1617.618275
300.094114,1100,1618.436524
75.408042,943,1620.40627
300.276579,1086,1621.028759
-78.259652,256,1621.15296
301.406773,1080,1627.779514
77.473186,689,1628.213827
300.822627,1096,1630.429429
-79.01696,234,1630.594329
-31.58454,355,1630.802022
-71.852139,207,1630.927762
303.04393,1059,1633.067036
302.580046,1057,1633.701371
300.178127,1119,1635.819125
303.40619,1047,1636.454709
304.343894,1041,1638.542185
-104.179401,49,1638.578514
-0.392012,451,1638.833683
304.500695,1042,1645.418001
301.478568,1112,1646.262031
148.763408,985,1648.303809
300.83767,1114,1649.155931
-24.472639,364,1649.435099
305.557048,1046,1651.543521
302.382429,1065,1652.357381
300.763641,1114,1654.494858
302.995871,1090,1655.326624
142.002911,862,1657.333218
300.697893,1108,1662.745134
303.042711,1073,1664.887851
75.209468,704,1665.322634
300.302988,1124,1667.424358
299.462628,1145,1668.07978
29.83366,575,1669.894936
301.923705,1080,1670.547655
122.821388,1067,1672.63202
37.463801,758,1673.060341
173.300361,1044,1675.196358
304.83219,1057,1675.889681
191.706297,1101,1683.560822
302.069448,1086,1684.221241
-93.115342,140,1684.293186
-111.81228,72,1684.356955
-108.334436,95,1684.387159
301.261543,1114,1686.495108
301.150656,1135,1687.191693
-105.261673,49,1687.230869
303.617742,1078,1689.273927
-29.313915,369,1689.475556
296.277118,1212,1691.637629
303.769697,1082,1692.313402
302.593793,1126,1694.402477
306.738049,1025,1700.5747
297.384456,1215,1702.697551
301.204587,1157,1703.391205
304.249913,1096,1705.545321
11.314109,467,1705.857731
302.965699,1132,1707.956433
303.990174,1093,1708.72959
305.516313,1083,1710.790321
293.122673,1294,1711.746106
305.219259,1071,1718.354478
307.65007,1035,1719.130687
303.421224,1106,1721.219357
-104.883542,47,1721.245173
301.65966,1128,1723.430057
301.467013,1135,1724.116002
-106.60642,49,1724.147354
-104.867732,49,1724.186389
-108.118501,130,1724.237099
306.828767,1044,1726.326964
305.635919,1064,1726.976564
306.736876,1041,1729.035485
300.832536,1131,1729.667666
187.703974,1101,1736.040384
-103.532302,48,1736.080815
304.787859,1091,1736.799444
307.651739,1048,1738.887539
304.981698,1072,1739.679885
63.912616,646,1741.477814
289.549175,1323,1742.48578
289.729521,1348,1744.746823
306.085643,1078,1746.883515
305.955804,1073,1747.597402
85.380845,843,1749.529674
305.018074,1093,1754.896731
32.267089,741,1755.459956
-105.156454,49,1755.500248
304.952606,1088,1757.533459
303.358221,1109,1759.723826
303.816494,1108,1760.496624
304.180116,1095,1762.743557
304.368511,1100,1763.578345
303.549336,1107,1765.786293
298.285568,1202,1766.679965
300.972201,1138,1773.94758
